,idv_for_model_corrected,Keep/ Remove,Select Null,Select,product_category_idv,Equity Pillar,data_source,metric_name,Vendor Metric Group,Group,Common,Blank brand count,Blank brands,Comments,min,max,Neg Flag
1168,ratings_reviews_3_star_ratings,0,N,N,CAT LITTER,product_feedback,ratings_reviews,3_star_ratings,Review Count,Product Quality,,,,,0,2000,Neu
1196,ratings_reviews_3_star_ratings,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,3_star_ratings,Review Count,Product Quality,,,,,0,2000,Neu
1224,ratings_reviews_3_star_ratings,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,3_star_ratings,Review Count,Product Quality,,,,,0,2000,Neu
1337,ratings_reviews_3_star_ratings_percentage,0,N,N,CAT FOOD,product_feedback,ratings_reviews,3_star_ratings_percentage,,,All,,,,0,100,Neu
1365,ratings_reviews_3_star_ratings_percentage,0,N,N,DOG FOOD,product_feedback,ratings_reviews,3_star_ratings_percentage,,,All,,,,0,100,Neu
1393,ratings_reviews_3_star_ratings_percentage,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,3_star_ratings_percentage,,,All,,,,0,100,Neu
1421,ratings_reviews_3_star_ratings_percentage,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,3_star_ratings_percentage,,,All,,,,0,100,Neu
1449,ratings_reviews_3_star_ratings_percentage,0,N,N,CAT LITTER,product_feedback,ratings_reviews,3_star_ratings_percentage,,,All,,,,0,100,Neu
1113,ratings_reviews_4_star_ratings,0,N,N,CAT FOOD,product_feedback,ratings_reviews,4_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1141,ratings_reviews_4_star_ratings,0,N,N,DOG FOOD,product_feedback,ratings_reviews,4_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1169,ratings_reviews_4_star_ratings,0,N,N,CAT LITTER,product_feedback,ratings_reviews,4_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1197,ratings_reviews_4_star_ratings,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,4_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1225,ratings_reviews_4_star_ratings,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,4_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1338,ratings_reviews_4_star_ratings_percentage,0,N,N,CAT FOOD,product_feedback,ratings_reviews,4_star_ratings_percentage,,,All,,,,0,100,P
1366,ratings_reviews_4_star_ratings_percentage,0,N,N,DOG FOOD,product_feedback,ratings_reviews,4_star_ratings_percentage,,,All,,,,0,100,P
1394,ratings_reviews_4_star_ratings_percentage,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,4_star_ratings_percentage,,,All,,,,0,100,P
1422,ratings_reviews_4_star_ratings_percentage,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,4_star_ratings_percentage,,,All,,,,0,100,P
1450,ratings_reviews_4_star_ratings_percentage,0,N,N,CAT LITTER,product_feedback,ratings_reviews,4_star_ratings_percentage,,,All,,,,0,100,P
1114,ratings_reviews_5_star_ratings,0,N,N,CAT FOOD,product_feedback,ratings_reviews,5_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1142,ratings_reviews_5_star_ratings,0,N,N,DOG FOOD,product_feedback,ratings_reviews,5_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1170,ratings_reviews_5_star_ratings,0,N,N,CAT LITTER,product_feedback,ratings_reviews,5_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1198,ratings_reviews_5_star_ratings,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,5_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1226,ratings_reviews_5_star_ratings,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,5_star_ratings,Review Count,Product Quality,,,,,0,2000,P
1339,ratings_reviews_5_star_ratings_percentage,0,N,N,CAT FOOD,product_feedback,ratings_reviews,5_star_ratings_percentage,,,All,,,,0,100,P
1367,ratings_reviews_5_star_ratings_percentage,0,N,N,DOG FOOD,product_feedback,ratings_reviews,5_star_ratings_percentage,,,All,,,,0,100,P
1395,ratings_reviews_5_star_ratings_percentage,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,5_star_ratings_percentage,,,All,,,,0,100,P
1423,ratings_reviews_5_star_ratings_percentage,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,5_star_ratings_percentage,,,All,,,,0,100,P
1451,ratings_reviews_5_star_ratings_percentage,0,N,N,CAT LITTER,product_feedback,ratings_reviews,5_star_ratings_percentage,,,All,,,,0,100,P
1115,ratings_reviews_review_count_percentage,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_count_percentage,Review Count,Awareness,,,,,0,100,P
1143,ratings_reviews_review_count_percentage,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_count_percentage,Review Count,Awareness,,,,,0,100,P
1171,ratings_reviews_review_count_percentage,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_count_percentage,Review Count,Awareness,,,,,0,100,P
1199,ratings_reviews_review_count_percentage,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_count_percentage,Review Count,Awareness,,,,,0,100,P
1227,ratings_reviews_review_count_percentage,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_count_percentage,Review Count,Awareness,,,,,0,100,P
1340,ratings_reviews_review_count,,,N,CAT FOOD,product_feedback,ratings_reviews,review_count,,,All,,,,0,2000,P
1368,ratings_reviews_review_count,,,N,DOG FOOD,product_feedback,ratings_reviews,review_count,,,All,,,,0,2000,P
1396,ratings_reviews_review_count,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_count,,,All,,,,0,2000,P
1424,ratings_reviews_review_count,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_count,,,All,,,,0,2000,P
1452,ratings_reviews_review_count,,,N,CAT LITTER,product_feedback,ratings_reviews,review_count,,,All,,,,0,2000,P
1116,ratings_reviews_review_rating_average,1,Y,Y,CAT FOOD,product_feedback,ratings_reviews,review_rating_average,Review Rating,Product Quality,,,,,0,5,P
1144,ratings_reviews_review_rating_average,1,Y,Y,DOG FOOD,product_feedback,ratings_reviews,review_rating_average,Review Rating,Product Quality,,,,,0,5,P
1172,ratings_reviews_review_rating_average,1,Y,Y,CAT LITTER,product_feedback,ratings_reviews,review_rating_average,Review Rating,Product Quality,,,,,0,5,P
1200,ratings_reviews_review_rating_average,1,Y,Y,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_average,Review Rating,Product Quality,,,,,0,5,P
1228,ratings_reviews_review_rating_average,1,Y,Y,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_average,Review Rating,Product Quality,,,,,0,5,P
1341,ratings_reviews_review_rating_average_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_rating_average_percentage,,,All,,,,0,100,P
1369,ratings_reviews_review_rating_average_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_rating_average_percentage,,,All,,,,0,100,P
1397,ratings_reviews_review_rating_average_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_average_percentage,,,All,,,,0,100,P
1425,ratings_reviews_review_rating_average_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_average_percentage,,,All,,,,0,100,P
1453,ratings_reviews_review_rating_average_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_rating_average_percentage,,,All,,,,0,100,P
1117,ratings_reviews_review_rating_median,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_rating_median,Review Rating,Product Quality,,,,,0,5,P
1145,ratings_reviews_review_rating_median,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_rating_median,Review Rating,Product Quality,,,,,0,5,P
1173,ratings_reviews_review_rating_median,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_rating_median,Review Rating,Product Quality,,,,,0,5,P
1201,ratings_reviews_review_rating_median,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_median,Review Rating,Product Quality,,,,,0,5,P
1229,ratings_reviews_review_rating_median,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_median,Review Rating,Product Quality,,,,,0,5,P
1342,ratings_reviews_review_rating_median_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_rating_median_percentage,,,All,,,,0,100,P
1370,ratings_reviews_review_rating_median_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_rating_median_percentage,,,All,,,,0,100,P
1398,ratings_reviews_review_rating_median_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_median_percentage,,,All,,,,0,100,P
1426,ratings_reviews_review_rating_median_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_median_percentage,,,All,,,,0,100,P
1454,ratings_reviews_review_rating_median_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_rating_median_percentage,,,All,,,,0,100,P
1118,ratings_reviews_review_rating_mode,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_rating_mode,Review Rating,Product Quality,,,,,0,5,P
1146,ratings_reviews_review_rating_mode,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_rating_mode,Review Rating,Product Quality,,,,,0,5,P
1174,ratings_reviews_review_rating_mode,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_rating_mode,Review Rating,Product Quality,,,,,0,5,P
1202,ratings_reviews_review_rating_mode,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_mode,Review Rating,Product Quality,,,,,0,5,P
1230,ratings_reviews_review_rating_mode,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_mode,Review Rating,Product Quality,,,,,0,5,P
1343,ratings_reviews_review_rating_mode_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_rating_mode_percentage,,,All,,,,0,100,P
1371,ratings_reviews_review_rating_mode_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_rating_mode_percentage,,,All,,,,0,100,P
1399,ratings_reviews_review_rating_mode_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_rating_mode_percentage,,,All,,,,0,100,P
1427,ratings_reviews_review_rating_mode_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_rating_mode_percentage,,,All,,,,0,100,P
1455,ratings_reviews_review_rating_mode_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_rating_mode_percentage,,,All,,,,0,100,P
1119,ratings_reviews_review_sentiment_score_average,1,Y,Y,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_average,Avg Sentiment Score,Product Quality,,,,,0,2,P
1147,ratings_reviews_review_sentiment_score_average,1,Y,Y,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_average,Avg Sentiment Score,Product Quality,,,,,0,2,P
1175,ratings_reviews_review_sentiment_score_average,1,Y,Y,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_average,Avg Sentiment Score,Product Quality,,,,,0,2,P
1203,ratings_reviews_review_sentiment_score_average,1,Y,Y,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_average,Avg Sentiment Score,Product Quality,,,,,0,2,P
1231,ratings_reviews_review_sentiment_score_average,1,Y,Y,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_average,Avg Sentiment Score,Product Quality,,,,,0,2,P
1120,ratings_reviews_review_sentiment_score_bad_experiences,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1148,ratings_reviews_review_sentiment_score_bad_experiences,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1176,ratings_reviews_review_sentiment_score_bad_experiences,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1204,ratings_reviews_review_sentiment_score_bad_experiences,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1232,ratings_reviews_review_sentiment_score_bad_experiences,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1121,ratings_reviews_review_sentiment_score_bad_experiences_count,0,N,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count,Theme related review count,Product Quality,,,,,0,2000,N
1149,ratings_reviews_review_sentiment_score_bad_experiences_count,0,N,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count,Theme related review count,Product Quality,,,,,0,2000,N
1177,ratings_reviews_review_sentiment_score_bad_experiences_count,0,N,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count,Theme related review count,Product Quality,,,,,0,2000,N
1205,ratings_reviews_review_sentiment_score_bad_experiences_count,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count,Theme related review count,Product Quality,,,,,0,2000,N
1233,ratings_reviews_review_sentiment_score_bad_experiences_count,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count,Theme related review count,Product Quality,,,,,0,2000,N
1346,ratings_reviews_review_sentiment_score_bad_experiences_count_percentage,0,N,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count_percentage,,,All,,,,0,100,N
1374,ratings_reviews_review_sentiment_score_bad_experiences_count_percentage,0,N,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count_percentage,,,All,,,,0,100,N
1402,ratings_reviews_review_sentiment_score_bad_experiences_count_percentage,0,N,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count_percentage,,,All,,,,0,100,N
1430,ratings_reviews_review_sentiment_score_bad_experiences_count_percentage,0,N,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count_percentage,,,All,,,,0,100,N
1458,ratings_reviews_review_sentiment_score_bad_experiences_count_percentage,0,N,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_bad_experiences_count_percentage,,,All,,,,0,100,N
1122,ratings_reviews_review_sentiment_score_health_benefits,1,Y,Y,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1150,ratings_reviews_review_sentiment_score_health_benefits,1,Y,Y,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1178,ratings_reviews_review_sentiment_score_health_benefits,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_health_benefits,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1206,ratings_reviews_review_sentiment_score_health_benefits,1,Y,Y,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1234,ratings_reviews_review_sentiment_score_health_benefits,1,Y,Y,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1123,ratings_reviews_review_sentiment_score_health_benefits_count,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count,Theme related review count,Product Quality,,,,,0,2000,P
1151,ratings_reviews_review_sentiment_score_health_benefits_count,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count,Theme related review count,Product Quality,,,,,0,2000,P
1179,ratings_reviews_review_sentiment_score_health_benefits_count,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count,Theme related review count,Product Quality,,,,,0,2000,P
1207,ratings_reviews_review_sentiment_score_health_benefits_count,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count,Theme related review count,Product Quality,,,,,0,2000,P
1235,ratings_reviews_review_sentiment_score_health_benefits_count,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count,Theme related review count,Product Quality,,,,,0,2000,P
1348,ratings_reviews_review_sentiment_score_health_benefits_count_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count_percentage,,,All,,,,0,100,P
1376,ratings_reviews_review_sentiment_score_health_benefits_count_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count_percentage,,,All,,,,0,100,P
1404,ratings_reviews_review_sentiment_score_health_benefits_count_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count_percentage,,,All,,,,0,100,P
1432,ratings_reviews_review_sentiment_score_health_benefits_count_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count_percentage,,,All,,,,0,100,P
1460,ratings_reviews_review_sentiment_score_health_benefits_count_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_health_benefits_count_percentage,,,All,,,,0,100,P
1124,ratings_reviews_review_sentiment_score_ingredients,1,Y,Y,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1152,ratings_reviews_review_sentiment_score_ingredients,1,Y,Y,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1180,ratings_reviews_review_sentiment_score_ingredients,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_ingredients,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1208,ratings_reviews_review_sentiment_score_ingredients,1,Y,Y,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1236,ratings_reviews_review_sentiment_score_ingredients,1,Y,Y,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1125,ratings_reviews_review_sentiment_score_ingredients_count,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count,Theme related review count,Product Quality,,,,,0,2000,P
1153,ratings_reviews_review_sentiment_score_ingredients_count,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count,Theme related review count,Product Quality,,,,,0,2000,P
1181,ratings_reviews_review_sentiment_score_ingredients_count,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count,Theme related review count,Product Quality,,,,,0,2000,P
1209,ratings_reviews_review_sentiment_score_ingredients_count,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count,Theme related review count,Product Quality,,,,,0,2000,P
1237,ratings_reviews_review_sentiment_score_ingredients_count,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count,Theme related review count,Product Quality,,,,,0,2000,P
1350,ratings_reviews_review_sentiment_score_ingredients_count_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count_percentage,,,All,,,,0,100,P
1378,ratings_reviews_review_sentiment_score_ingredients_count_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count_percentage,,,All,,,,0,100,P
1406,ratings_reviews_review_sentiment_score_ingredients_count_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count_percentage,,,All,,,,0,100,P
1434,ratings_reviews_review_sentiment_score_ingredients_count_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count_percentage,,,All,,,,0,100,P
1462,ratings_reviews_review_sentiment_score_ingredients_count_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_ingredients_count_percentage,,,All,,,,0,100,P
1126,ratings_reviews_review_sentiment_score_litter_performance,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1154,ratings_reviews_review_sentiment_score_litter_performance,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1182,ratings_reviews_review_sentiment_score_litter_performance,1,Y,Y,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_litter_performance,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1210,ratings_reviews_review_sentiment_score_litter_performance,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1238,ratings_reviews_review_sentiment_score_litter_performance,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1127,ratings_reviews_review_sentiment_score_litter_performance_count,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count,Theme related review count,Product Quality,,,,,0,2000,P
1155,ratings_reviews_review_sentiment_score_litter_performance_count,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count,Theme related review count,Product Quality,,,,,0,2000,P
1183,ratings_reviews_review_sentiment_score_litter_performance_count,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count,Theme related review count,Product Quality,,,,,0,2000,P
1211,ratings_reviews_review_sentiment_score_litter_performance_count,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count,Theme related review count,Product Quality,,,,,0,2000,P
1239,ratings_reviews_review_sentiment_score_litter_performance_count,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count,Theme related review count,Product Quality,,,,,0,2000,P
1352,ratings_reviews_review_sentiment_score_litter_performance_count_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count_percentage,,,All,,,,0,100,P
1380,ratings_reviews_review_sentiment_score_litter_performance_count_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count_percentage,,,All,,,,0,100,P
1408,ratings_reviews_review_sentiment_score_litter_performance_count_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count_percentage,,,All,,,,0,100,P
1436,ratings_reviews_review_sentiment_score_litter_performance_count_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count_percentage,,,All,,,,0,100,P
1464,ratings_reviews_review_sentiment_score_litter_performance_count_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_litter_performance_count_percentage,,,All,,,,0,100,P
1128,ratings_reviews_review_sentiment_score_null,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_null,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1156,ratings_reviews_review_sentiment_score_null,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_null,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1184,ratings_reviews_review_sentiment_score_null,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_null,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1212,ratings_reviews_review_sentiment_score_null,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1240,ratings_reviews_review_sentiment_score_null,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1129,ratings_reviews_review_sentiment_score_null_count,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_null_count,Theme related review count,Product Quality,,,,,0,2000,P
1157,ratings_reviews_review_sentiment_score_null_count,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_null_count,Theme related review count,Product Quality,,,,,0,2000,P
1185,ratings_reviews_review_sentiment_score_null_count,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_null_count,Theme related review count,Product Quality,,,,,0,2000,P
1213,ratings_reviews_review_sentiment_score_null_count,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null_count,Theme related review count,Product Quality,,,,,0,2000,P
1241,ratings_reviews_review_sentiment_score_null_count,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null_count,Theme related review count,Product Quality,,,,,0,2000,P
1354,ratings_reviews_review_sentiment_score_null_count_percentage,,,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_null_count_percentage,,,All,,,,0,100,P
1382,ratings_reviews_review_sentiment_score_null_count_percentage,,,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_null_count_percentage,,,All,,,,0,100,P
1410,ratings_reviews_review_sentiment_score_null_count_percentage,,,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null_count_percentage,,,All,,,,0,100,P
1438,ratings_reviews_review_sentiment_score_null_count_percentage,,,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_null_count_percentage,,,All,,,,0,100,P
1466,ratings_reviews_review_sentiment_score_null_count_percentage,,,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_null_count_percentage,,,All,,,,0,100,P
1130,ratings_reviews_review_sentiment_score_others,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_others,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1158,ratings_reviews_review_sentiment_score_others,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_others,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1186,ratings_reviews_review_sentiment_score_others,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_others,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1214,ratings_reviews_review_sentiment_score_others,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_others,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1242,ratings_reviews_review_sentiment_score_others,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_others,Theme Avg Sentiment Score,Product Quality,,,,,0,2,P
1131,ratings_reviews_review_sentiment_score_others_count,1,Y,N,CAT FOOD,product_feedback,ratings_reviews,review_sentiment_score_others_count,Theme related review count,Product Quality,,,,,0,2000,P
1159,ratings_reviews_review_sentiment_score_others_count,1,Y,N,DOG FOOD,product_feedback,ratings_reviews,review_sentiment_score_others_count,Theme related review count,Product Quality,,,,,0,2000,P
1187,ratings_reviews_review_sentiment_score_others_count,1,Y,N,CAT LITTER,product_feedback,ratings_reviews,review_sentiment_score_others_count,Theme related review count,Product Quality,,,,,0,2000,P
1215,ratings_reviews_review_sentiment_score_others_count,1,Y,N,CAT TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_others_count,Theme related review count,Product Quality,,,,,0,2000,P
1243,ratings_reviews_review_sentiment_score_others_count,1,Y,N,DOG TREATS ONLY,product_feedback,ratings_reviews,review_sentiment_score_others_count,Theme related review count,Product Quality,,,,,0,2000,P
